核警单编号	,报警原因	,处警结果	,事件编号	,用户级别	,口令	,用户编号	,单位负责人	,负责人手机	,用户名称	,用户地址	,事件类型	,事件描述	,报警时间	,报警位置	,接警时间	,接警员	,备注
2018072409445439905873990672	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318265700010000200A67	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:57	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445537332679033251	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318251000010000200A84	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:10	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445545470711303704	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318251400010000200A57	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:14	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445635550567883774	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318262800010000200A44	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:28	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445780423905580844	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318274500010000200A55	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:45	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445735895958643335	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318280100010000200A42	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:01	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445735343279455085	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318282200010000200A91	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:22	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445943574487825571	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318254700010000200A41	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:47	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445963293747374907	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318243800010000200A78	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:38	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409445996799024067735	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318260200010000200A80	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:02	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450147174781384164	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318281200010000200A97	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:12	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450213510206246802	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318243500010000200A97	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:35	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450339809768645124	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318244400010000200A67	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:44	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450352192153367051	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318244500010000200A83	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:45	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450373928568047272	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318251800010000200A57	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:18	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450375184288450809	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318250600010000200A84	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:06	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450452745485111562	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318265800010000200A40	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:58	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450427596001740943	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318272500010000200A42	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:25	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450436292763976366	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318271100010000200A85	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:11	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450537810542518164	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318274800010000200A82	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:48	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450559715627792692	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318282900010000200A25	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:29	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450658608233780761	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318251300010000200A19	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:13	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450688276035113016	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318263900010000200A17	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:39	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450626261927906457	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318255400010000200A99	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:54	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450752045914407668	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318261100010000200A51	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:11	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450773585238773171	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318270300010000200A91	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:03	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450873915786861186	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318274000010000200A72	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:40	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450855221409481333	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318272400010000200A91	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:24	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450913994538604473	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318241800010000200A67	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:18	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450934976577857688	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318241900010000200A46	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:19	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409450995690408492931	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318264200010000200A51	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:42	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451043215479467143	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318253400010000200A14	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:34	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451192051336207685	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318282100010000200A52	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:21	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451262602933175531	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318264500010000200A47	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:45	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451262324462487514	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318270900010000200A25	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:09	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451286767359373163	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318272900010000200A36	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:29	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451339359471221258	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318270400010000200A65	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:04	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451397480634673543	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318270600010000200A46	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:06	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451473046608145387	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318274200010000200A27	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:42	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451478491296930211	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318280000010000200A30	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:00	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451456987835384749	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318280600010000200A41	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:06	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451519089653673833	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318240100010000200A66	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:01	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451566096571139604	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318251200010000200A12	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:12	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451581343213152604	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318235500010000200A77	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:23:55	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451556234141663653	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318241200010000200A30	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:12	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451625667255716011	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318260500010000200A68	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:05	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451618170317871112	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318263500010000200A95	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:35	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451664072287883304	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318261200010000200A90	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:12	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451728752759655845	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318255200010000200A48	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:52	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451750585728791754	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318270500010000200A12	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:05	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451784818638269978	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318274100010000200A63	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:41	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451876079026118633	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318270800010000200A69	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:08	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451830153264337562	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318281000010000200A26	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:10	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451845158633369479	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318243700010000200A16	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:37	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451832306647150965	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318235900010000200A11	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:23:59	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451995621036597173	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318254200010000200A65	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:25:42	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409451924698566038728	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318244000010000200A93	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:40	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452091770642763900	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318262300010000200A57	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:23	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452016864619708971	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318272800010000200A38	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:28	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452168880583313835	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318283500010000200A98	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:35	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452189457795209502	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072315150700010000020A48	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 15:15:07	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452231938689245469	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318242700010000200A80	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:27	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452285883907578173	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318243600010000200A89	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:24:36	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452368904078274277	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318263800010000200A51	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:26:38	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409452439454741478248	,421欠费停机	,修改用户编号后，批量处理勾选	,2018072318275800010000200A15	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:27:58	,2楼小厅	,2018-07-24 09:44:43	,shd3	,	
2018072409354347844768255724	,421欠费停机	,核警单，处警结果421	,2018072318283600010000200A91	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:36	,2楼小厅	,2018-07-24 09:35:46	,shd3	,有核警单后，添加维修单	
2018072409331148115081996425	,216公司及指挥中心误报	,核警单结果，216	,2018072318284100010000200A57	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,故障事件	,人工故障	,2018-07-23 18:28:41	,2楼小厅	,2018-07-24 09:33:13	,shd3	,添加处警单后，添加核警单	
2018072317455132548423677712	,511用户未布防	,核警单1	,201807231745210001000001C196	,租赁	,723	,10000FFF2	,72323	,72323	,mjl720设备723	,72312123123	,警报	,人工报警	,2018-07-23 17:45:21	,1	,2018-07-23 17:45:53	,mm720	,	
2018072316583242020409332317	,216公司及指挥中心误报	,相关信息，核警，预处理	,2018072316563300010000200E72	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,警报	,人工报警	,2018-07-23 16:56:33	,一键报警位置	,2018-07-23 16:58:33	,shd3	,预处理	
2018072316575223922207281473	,421欠费停机	,相关信息-核警，保存	,2018072316563100010000200C98	,租赁	,kl12345	,1000001E1	,单位负责人	,15078330928	,S-A区下级机主1	,用户地址	,警报	,人工报警	,2018-07-23 16:56:31	,3楼大厅	,2018-07-23 16:57:53	,shd3	,421	
2018072316433315830073098987	,511用户未布防	,核警单1	,20180723163118000100000FF311	,	,	,100000FF1	,	,	,	,	,警报	,人工报警	,2018-07-23 16:31:18	,	,2018-07-23 16:43:35	,mm720	,核警备注1	
2018072316251190297034958797	,215公司及指挥中心真警	,预处理，批量处理本栏，只点选1条	,2018072314323200010000020C84	,租赁	,kl12345	,1000001E6	,单位负责人	,15078330928	,S-B区下级机主6	,用户地址	,故障事件	,人工故障	,2018-07-23 14:32:32	,防拆位置	,2018-07-23 16:24:55	,shd3	,	
2018072316251150306848960854	,215公司及指挥中心真警	,预处理，批量处理本栏，只点选1条	,2018072314341100010000020C71	,买断	,kl12345	,1000001E6	,单位负责人	,15078330928	,S-B区下级机主6	,用户地址	,故障事件	,人工故障	,2018-07-23 14:34:11	,防拆位置	,2018-07-23 16:24:55	,shd3	,	
2018072316251176844962902445	,215公司及指挥中心真警	,预处理，批量处理本栏，只点选1条	,2018072314313900010000020C79	,租赁	,kl12345	,1000001E6	,单位负责人	,15078330928	,S-B区下级机主6	,用户地址	,故障事件	,人工故障	,2018-07-23 14:31:39	,防拆位置	,2018-07-23 16:24:55	,shd3	,	
2018072316223652329268052161	,214指挥中心真警	,预处理，只点选一条，批量处理勾选	,2018072314313300010000020B35	,租赁	,kl12345	,1000001E5	,单位负责人	,15078330928	,S-B区下级机主5	,用户地址	,故障事件	,人工故障	,2018-07-23 14:31:33	,西楼四层南侧	,2018-07-23 16:22:13	,shd3	,2018-07-23 14:31:33	
2018072316191363545899820162	,331误报安装原因	,预处理，批量处理本栏，只点选1条，共有2条	,2018072316182400010000020B46	,租赁	,kl12345	,1000001E5	,单位负责人	,15078330928	,S-B区下级机主5	,用户地址	,警报	,人工报警	,2018-07-23 16:18:24	,西楼四层南侧	,2018-07-23 16:18:47	,shd3	,2018-07-23 16:17:14	
2018072316105463453432804157	,311误报用户原因	,预处理为 核警单	,2018072316082500010000200C24	,租赁	,kl12345	,1000001E1	,单位负责人	,15078330928	,S-A区下级机主1	,用户地址	,警报	,人工报警	,2018-07-23 16:08:25	,3楼大厅	,2018-07-23 16:10:55	,shd3	,核警单	
2018072316275825797938646145	,213指挥中心出警误报	,单据信息保存，接警时间改为 15点 改	,2018072316274100010000020A29	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,警报	,人工报警	,2018-07-23 16:27:41	,前台	,2018-07-23 15:27:59	,shd3	,211公司 改为213	
2018072315265669398295047819	,421欠费停机	,右键，核警单，预处理 再次预处理	,2018072315232700010000200C26	,租赁	,kl12345	,1000001E1	,单位负责人	,15078330928	,S-A区下级机主1	,用户地址	,警报	,人工报警	,2018-07-23 15:23:27	,3楼大厅	,2018-07-23 15:26:57	,shd3	,预处理 2018-07-23 15:23:27	
2018072315255422239172888415	,511用户未布防	,右键，核警单，保存	,2018072315231300010000020A25	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,警报	,人工报警	,2018-07-23 15:23:13	,前台	,2018-07-23 15:25:55	,shd3	,保存2018-07-23 15:23:13	
2018072315005694582715220590	,441未知原因故障	,核警单，批量处理本栏，只勾选1条，还余2条	,2018072314574100010000020D77	,租赁	,kl12345	,1000001E3	,单位负责人	,15078330928	,S-A区下级机主3	,用户地址	,故障事件	,人工故障	,2018-07-23 14:57:41	,防区位置	,2018-07-23 15:00:12	,shd3	,当前2018-07-23 14:57:41	
2018072315005674143554936724	,441未知原因故障	,核警单，批量处理本栏，只勾选1条，还余2条	,2018072314575100010000020D62	,租赁	,kl12345	,1000001E3	,单位负责人	,15078330928	,S-A区下级机主3	,用户地址	,故障事件	,人工故障	,2018-07-23 14:57:51	,防区位置	,2018-07-23 15:00:12	,shd3	,当前2018-07-23 14:57:41	
2018072315005643380414516836	,441未知原因故障	,核警单，批量处理本栏，只勾选1条，还余2条	,2018072314593800010000020D70	,租赁	,kl12345	,1000001E3	,单位负责人	,15078330928	,S-A区下级机主3	,用户地址	,故障事件	,电话线故障-通讯故障（转发）	,2018-07-23 14:59:38	,防区位置	,2018-07-23 15:00:12	,shd3	,当前2018-07-23 14:57:41	
2018072314560043979797193410	,431设备原因故障	,处警单，勾选1条，批量处理本栏，只勾选1条还余2条	,2018072311204500010000020A19	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,警报	,人工报警	,2018-07-23 11:20:45	,一键报警位置	,2018-07-23 14:55:06	,shd3	,当前 2018-07-23 14:46:38	
2018072314560036097501670444	,431设备原因故障	,处警单，勾选1条，批量处理本栏，只勾选1条还余2条	,2018072314543800010000200E42	,买断	,kl12345	,1000001E0	,单位负责人	,15078330928	,S-A区下级机主A	,用户地址	,劫盗	,1号防区挟持报警	,2018-07-23 14:54:38	,一键报警位置	,2018-07-23 14:55:06	,shd3	,当前 2018-07-23 14:46:38	
2018072314524698276479750878	,121技术试机	,处警单，批量处理勾选，勾选2条，还余一条	,2018072314502100010000020D94	,租赁	,kl12345	,1000001E3	,单位负责人	,15078330928	,S-A区下级机主3	,用户地址	,警报	,人工报警	,2018-07-23 14:50:21	,防区位置	,2018-07-23 14:51:41	,shd3	,当前 2018-07-23 14:51:21	
2018072314413421183023209457	,331误报安装原因	,核警单，点选 ，批量处理本栏，应该共有3条	,2018072314403300010000200C55	,租赁	,kl12345	,1000001E1	,单位负责人	,15078330928	,S-A区下级机主1	,用户地址	,警报	,人工报警	,2018-07-23 14:40:33	,3楼大厅	,2018-07-23 14:40:49	,shd3	,当前  2018-07-23 14:40:13	
2018072314413457980731209408	,331误报安装原因	,核警单，点选 ，批量处理本栏，应该共有3条	,2018072314403800010000200C56	,租赁	,kl12345	,1000001E1	,单位负责人	,15078330928	,S-A区下级机主1	,用户地址	,警报	,人工报警	,2018-07-23 14:40:38	,3楼大厅	,2018-07-23 14:40:49	,shd3	,当前  2018-07-23 14:40:13	
2018072314413415127864357514	,331误报安装原因	,核警单，点选 ，批量处理本栏，应该共有3条	,2018072314401300010000200C85	,租赁	,kl12345	,1000001E1	,单位负责人	,15078330928	,S-A区下级机主1	,用户地址	,警报	,人工报警	,2018-07-23 14:40:13	,3楼大厅	,2018-07-23 14:40:49	,shd3	,当前  2018-07-23 14:40:13	
